POST /api/employees 400 97 - 36.669 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 38ms
PUT /api/employees/999 404 60 - 1.222 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.522 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.417 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 200 171 - 2.857 ms | User: Unknown User | Body: {} | Time Taken: 5ms
GET /api/employees 404 23 - 0.649 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.727 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.486 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 92.329 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 94ms
POST /api/employees 400 97 - 1.985 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.696 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.570 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.559 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.492 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /auth/login 404 7229 - 220.920 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 223ms
GET /api/employees 200 171 - 1.244 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.535 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.817 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.410 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 92.679 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 93ms
POST /api/employees 400 97 - 1.925 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.786 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.326 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.554 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.466 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /auth/login 404 7229 - 139.807 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 142ms
GET /api/employees 200 171 - 1.196 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.501 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.774 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.452 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 92.995 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 94ms
POST /api/employees 400 97 - 3.022 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 2.027 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.294 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.560 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.474 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /auth/login 404 7229 - 144.208 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 146ms
GET /api/employees 200 171 - 1.476 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.456 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.837 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.459 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 92.197 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 93ms
POST /api/employees 400 97 - 1.934 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.939 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.230 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.483 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.442 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /auth/login 404 7229 - 143.041 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 145ms
GET /api/employees 200 171 - 1.192 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.506 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.823 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.522 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 91.853 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 93ms
POST /api/employees 400 97 - 1.993 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.884 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 1.433 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.487 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.450 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 33.973 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthiak@123"} | Time Taken: 36ms
POST /auth/login 404 7229 - 146.137 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 148ms
GET /api/employees 200 171 - 1.224 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.520 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.737 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.493 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 93.598 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 94ms
POST /api/employees 400 97 - 1.901 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.913 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.192 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.539 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.500 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 34.714 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthiak@123"} | Time Taken: 36ms
POST /auth/login 404 7229 - 161.177 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 164ms
GET /api/employees 200 171 - 1.230 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.504 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.825 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.486 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 93.622 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 94ms
POST /api/employees 400 97 - 4.528 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 5ms
PUT /api/employees/1 200 59 - 2.449 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 1.307 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.492 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.466 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.571 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.817 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.442 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.723 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.431 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.194 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.907 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.933 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 0.931 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.571 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.581 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.815 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.739 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.446 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.827 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.422 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 104.348 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 105ms
POST /api/employees 400 97 - 1.874 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.542 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.053 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.583 ms | User: Unknown User | Body: {} | Time Taken: 2ms
DELETE /api/employees/999 404 60 - 0.385 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.362 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.829 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.486 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 1.216 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees/999 404 22 - 0.656 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 96.998 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 98ms
POST /api/employees 400 97 - 2.179 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.760 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.095 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.649 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.518 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.964 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 10ms
GET /api/employees 200 171 - 0.763 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.482 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.736 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.458 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.438 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.808 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.687 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.019 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.520 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.431 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.735 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.875 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.452 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.691 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.463 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 88.441 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.818 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.583 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.866 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.550 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.462 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 7.214 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.787 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.550 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.772 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.446 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.179 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 88ms
POST /api/employees 400 97 - 1.817 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.474 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.296 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.543 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.403 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.616 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.826 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.440 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.731 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.430 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.997 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 89ms
POST /api/employees 400 97 - 1.987 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 1.586 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.936 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.829 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.404 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/auth/login 404 60 - 7.189 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.774 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.415 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.756 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.561 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 88.044 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 88ms
POST /api/employees 400 97 - 1.842 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.819 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.965 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 2ms
DELETE /api/employees/1 200 66 - 0.679 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.629 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.716 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.805 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.436 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.807 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.560 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 89.611 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 90ms
POST /api/employees 400 97 - 1.882 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.648 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 0.960 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.575 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.408 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 200 171 - 3.126 ms | User: Unknown User | Body: {} | Time Taken: 5ms
GET /api/employees 404 23 - 0.705 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.702 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.688 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 93.497 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 94ms
POST /api/employees 400 97 - 2.079 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 1.895 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 1.291 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.551 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.395 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.720 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 9ms
GET /api/employees 200 171 - 0.762 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees 404 23 - 0.474 ms | User: Unknown User | Body: {} | Time Taken: 0ms
GET /api/employees/1 200 170 - 0.763 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.390 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/employees 201 16 - 90.827 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 91ms
POST /api/employees 400 97 - 1.920 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 2ms
PUT /api/employees/1 200 59 - 2.070 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 3ms
PUT /api/employees/999 404 60 - 1.137 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.614 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.444 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/auth/login 404 60 - 6.517 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.803 ms | User: Unknown User | Body: {} | Time Taken: 2ms
GET /api/employees 404 23 - 0.465 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/1 200 170 - 0.746 ms | User: Unknown User | Body: {} | Time Taken: 1ms
GET /api/employees/999 404 22 - 0.372 ms | User: Unknown User | Body: {} | Time Taken: 0ms
POST /api/employees 201 16 - 89.191 ms | User: Unknown User | Body: {"name":"Doe","mail":"john.doe@example.com","phone":"1346798520","password":"TestPassword@2123"} | Time Taken: 90ms
POST /api/employees 400 97 - 2.462 ms | User: Unknown User | Body: {"name":"JaneDoe","mail":"karthik01@gmail.com","phone":"1234178900","password":"TestPassword@2123"} | Time Taken: 3ms
PUT /api/employees/1 200 59 - 2.045 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900","password":"Karthik@123"} | Time Taken: 2ms
PUT /api/employees/999 404 60 - 1.071 ms | User: Unknown User | Body: {"name":"karthik","mail":"karthik01@gmail.com","phone":"1234178900"} | Time Taken: 1ms
DELETE /api/employees/1 200 66 - 0.562 ms | User: Unknown User | Body: {} | Time Taken: 1ms
DELETE /api/employees/999 404 60 - 0.471 ms | User: Unknown User | Body: {} | Time Taken: 1ms
POST /api/auth/login 404 60 - 6.811 ms | User: Unknown User | Body: {"mail":"xyz@gmail.com","password":"Karthik@@@@@123"} | Time Taken: 8ms
GET /api/employees 200 171 - 0.759 ms | User: Unknown User | Body: {} | Time Taken: 1ms
